id,email,full_name,avatar_url,role,festival_id,created_at,updated_at,preferred_tags,availabilities,short_id,bio,bio_updated_at,strike_count,is_blocked
f81a34e3-e0d7-4d5c-b478-808c087a3859,user_2613@mockexample.com,Mock User 45,,PRO,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-02-12 00:00:00+00,2026-02-12 00:00:00+00,"[""B2B_NETWORKING"", ""TECH_DISCOVERY""]",[],f81a34e3,B2B Professional Mock Bio,,0,false
77147f9a-f41b-4e8e-8b05-d9b82f7904a2,user_9439@mockexample.com,Mock User 46,,ATTENDEE_CREATOR,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-02-27 00:00:00+00,2026-02-27 00:00:00+00,"[""CREATOR_TALK"", ""VR_EXPERIENCE""]",[],77147f9a,Tech Enthusiast,,0,false
d653df1e-e3e0-43ce-8816-4bb6e269acdb,user_3273@mockexample.com,Mock User 47,,PRO,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-02-22 00:00:00+00,2026-02-22 00:00:00+00,"[""B2B_NETWORKING"", ""TECH_DISCOVERY""]",[],d653df1e,B2B Professional Mock Bio,,0,false
9edb722a-149e-4f61-a073-0ca1d1374479,user_3489@mockexample.com,Mock User 48,,GRAND_PUBLIC,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-03-02 00:00:00+00,2026-03-02 00:00:00+00,"[""VR_EXPERIENCE"", ""AR_STAND""]",[],9edb722a,Tech Enthusiast,,1,false
f6919fa0-17ba-4443-a695-9f45fa017a34,user_8264@mockexample.com,Mock User 49,,ATTENDEE_CREATOR,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-03-09 00:00:00+00,2026-03-09 00:00:00+00,"[""CREATOR_TALK"", ""VR_EXPERIENCE""]",[],f6919fa0,Tech Enthusiast,,0,false
1ffb9f99-4c7d-4b75-ae70-61521f1fb9a7,user_1365@mockexample.com,Mock User 50,,GRAND_PUBLIC,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-03-10 00:00:00+00,2026-03-10 00:00:00+00,"[""VR_EXPERIENCE"", ""AR_STAND""]",[],1ffb9f99,Tech Enthusiast,,0,false
e29faec1-a74f-47b0-9742-4a65302b2ae4,user_9953@mockexample.com,Mock User 51,,ATTENDEE_CREATOR,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-03-05 00:00:00+00,2026-03-05 00:00:00+00,"[""CREATOR_TALK"", ""VR_EXPERIENCE""]",[],e29faec1,Tech Enthusiast,,0,false
e700f243-a7f6-496c-8c13-28ad358a215d,user_2597@mockexample.com,Mock User 52,,ATTENDEE_INSIDER,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-02-22 00:00:00+00,2026-02-22 00:00:00+00,"[""VR_EXPERIENCE"", ""CREATOR_TALK""]",[],e700f243,Tech Enthusiast,,0,false
40a64fca-58e1-4b94-92b3-52b75604e8e8,user_2941@mockexample.com,Mock User 53,,GRAND_PUBLIC,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-02-16 00:00:00+00,2026-02-16 00:00:00+00,"[""VR_EXPERIENCE"", ""AR_STAND""]",[],40a64fca,Tech Enthusiast,,0,false
df8966d1-67c8-40e4-8098-6fedcb438293,user_9439@mockexample.com,Mock User 54,,GRAND_PUBLIC,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-02-19 00:00:00+00,2026-02-19 00:00:00+00,"[""VR_EXPERIENCE"", ""AR_STAND""]",[],df8966d1,Tech Enthusiast,,0,false
bd60d8ae-7cbd-407c-8a7e-439a739785c9,user_2413@mockexample.com,Mock User 55,,PRO,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-02-20 00:00:00+00,2026-02-20 00:00:00+00,"[""B2B_NETWORKING"", ""TECH_DISCOVERY""]",[],bd60d8ae,B2B Professional Mock Bio,,0,false
af1806a5-beab-4ade-9b17-fda14b931432,user_4981@mockexample.com,Mock User 56,,GRAND_PUBLIC,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-02-28 00:00:00+00,2026-02-28 00:00:00+00,"[""VR_EXPERIENCE"", ""AR_STAND""]",[],af1806a5,Tech Enthusiast,,0,false
c46b826d-f3bc-4158-97b1-a19a9996cff9,user_1057@mockexample.com,Mock User 57,,GRAND_PUBLIC,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-02-15 00:00:00+00,2026-02-15 00:00:00+00,"[""VR_EXPERIENCE"", ""AR_STAND""]",[],c46b826d,Tech Enthusiast,,0,false
7163ab7e-705d-455c-931a-51babd826f9d,user_6997@mockexample.com,Mock User 58,,GRAND_PUBLIC,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-02-14 00:00:00+00,2026-02-14 00:00:00+00,"[""VR_EXPERIENCE"", ""AR_STAND""]",[],7163ab7e,Tech Enthusiast,,0,false
896d923d-87a0-468c-948f-9961a4931b31,user_9707@mockexample.com,Mock User 59,,GRAND_PUBLIC,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-03-03 00:00:00+00,2026-03-03 00:00:00+00,"[""VR_EXPERIENCE"", ""AR_STAND""]",[],896d923d,Tech Enthusiast,,0,false
27540865-aaa0-4c49-860d-fc262dec2b2e,user_6775@mockexample.com,Mock User 60,,GRAND_PUBLIC,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-03-02 00:00:00+00,2026-03-02 00:00:00+00,"[""VR_EXPERIENCE"", ""AR_STAND""]",[],27540865,Tech Enthusiast,,0,false
b161e856-35b4-414b-8c26-4b9db77c07c8,user_6234@mockexample.com,Mock User 61,,ATTENDEE_DISCOVERY,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-02-11 00:00:00+00,2026-02-11 00:00:00+00,"[""TECH_DISCOVERY"", ""AR_STAND""]",[],b161e856,Tech Enthusiast,,0,false
9757a490-8a8c-4575-ad30-b96c8929687c,user_1259@mockexample.com,Mock User 62,,GRAND_PUBLIC,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-03-12 00:00:00+00,2026-03-12 00:00:00+00,"[""VR_EXPERIENCE"", ""AR_STAND""]",[],9757a490,Tech Enthusiast,,2,false
8bb74338-1e5f-4856-a403-920f00262ffd,user_4968@mockexample.com,Mock User 63,,ATTENDEE_INSIDER,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-02-11 00:00:00+00,2026-02-11 00:00:00+00,"[""VR_EXPERIENCE"", ""CREATOR_TALK""]",[],8bb74338,Tech Enthusiast,,0,false
9278d5c7-9c0c-4200-a5e8-3ff3e383db25,user_6777@mockexample.com,Mock User 64,,ATTENDEE_CREATOR,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-02-15 00:00:00+00,2026-02-15 00:00:00+00,"[""CREATOR_TALK"", ""VR_EXPERIENCE""]",[],9278d5c7,Tech Enthusiast,,0,false
abdce89d-86e2-4dc9-9270-f92b70e5abcd,user_4748@mockexample.com,Mock User 65,,GRAND_PUBLIC,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-03-06 00:00:00+00,2026-03-06 00:00:00+00,"[""VR_EXPERIENCE"", ""AR_STAND""]",[],abdce89d,Tech Enthusiast,,0,false
e81d17d3-b069-4df3-bfa4-dae5b0f5dd83,user_5353@mockexample.com,Mock User 66,,GRAND_PUBLIC,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-03-11 00:00:00+00,2026-03-11 00:00:00+00,"[""VR_EXPERIENCE"", ""AR_STAND""]",[],e81d17d3,Tech Enthusiast,,3,false
38a8e9c2-2364-46d7-bc67-d36cb0ab13fb,user_7548@mockexample.com,Mock User 67,,ATTENDEE_DISCOVERY,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-03-09 00:00:00+00,2026-03-09 00:00:00+00,"[""TECH_DISCOVERY"", ""AR_STAND""]",[],38a8e9c2,Tech Enthusiast,,1,false
a86d0932-5971-464a-a06f-a50b8c8602ee,user_6014@mockexample.com,Mock User 68,,ATTENDEE_CREATOR,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-02-27 00:00:00+00,2026-02-27 00:00:00+00,"[""CREATOR_TALK"", ""VR_EXPERIENCE""]",[],a86d0932,Tech Enthusiast,,0,false
8e62814c-526d-4ce9-a6d2-df25109e1132,user_2546@mockexample.com,Mock User 69,,ATTENDEE_INSIDER,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-02-20 00:00:00+00,2026-02-20 00:00:00+00,"[""VR_EXPERIENCE"", ""CREATOR_TALK""]",[],8e62814c,Tech Enthusiast,,1,false
19c86fcf-20f5-47bc-ae17-fe9c37da60a2,user_6981@mockexample.com,Mock User 70,,GRAND_PUBLIC,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-02-13 00:00:00+00,2026-02-13 00:00:00+00,"[""VR_EXPERIENCE"", ""AR_STAND""]",[],19c86fcf,Tech Enthusiast,,0,false
7977271f-e5ac-42ca-9486-b517ad0fa05c,user_2561@mockexample.com,Mock User 71,,GRAND_PUBLIC,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-03-04 00:00:00+00,2026-03-04 00:00:00+00,"[""VR_EXPERIENCE"", ""AR_STAND""]",[],7977271f,Tech Enthusiast,,0,false
1e607bdc-9b9c-4b3f-8f9d-c51a26f39eeb,user_2874@mockexample.com,Mock User 72,,ATTENDEE_CREATOR,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-03-04 00:00:00+00,2026-03-04 00:00:00+00,"[""CREATOR_TALK"", ""VR_EXPERIENCE""]",[],1e607bdc,Tech Enthusiast,,0,false
eabbbeab-b630-40fc-b414-b77f7244b90a,user_4840@mockexample.com,Mock User 73,,GRAND_PUBLIC,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-02-25 00:00:00+00,2026-02-25 00:00:00+00,"[""VR_EXPERIENCE"", ""AR_STAND""]",[],eabbbeab,Tech Enthusiast,,0,false
49a516c4-89e4-46eb-8bfb-6053e3e30b88,user_1951@mockexample.com,Mock User 74,,GRAND_PUBLIC,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-02-16 00:00:00+00,2026-02-16 00:00:00+00,"[""VR_EXPERIENCE"", ""AR_STAND""]",[],49a516c4,Tech Enthusiast,,0,false
fce0d00d-c664-470c-811d-38ca48ef6b44,user_3152@mockexample.com,Mock User 75,,ATTENDEE_CREATOR,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-02-13 00:00:00+00,2026-02-13 00:00:00+00,"[""CREATOR_TALK"", ""VR_EXPERIENCE""]",[],fce0d00d,Tech Enthusiast,,1,false
96012577-2346-420b-ba9b-c193fa5b98bb,user_7719@mockexample.com,Mock User 76,,GRAND_PUBLIC,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-03-01 00:00:00+00,2026-03-01 00:00:00+00,"[""VR_EXPERIENCE"", ""AR_STAND""]",[],96012577,Tech Enthusiast,,0,false
54e21a31-2a25-4d73-95b3-d890d5a4fe5e,user_1135@mockexample.com,Mock User 77,,ATTENDEE_CREATOR,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-02-25 00:00:00+00,2026-02-25 00:00:00+00,"[""CREATOR_TALK"", ""VR_EXPERIENCE""]",[],54e21a31,Tech Enthusiast,,0,false
bac51acf-4234-40d6-996c-35c04c9739bf,user_8779@mockexample.com,Mock User 78,,GRAND_PUBLIC,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-02-13 00:00:00+00,2026-02-13 00:00:00+00,"[""VR_EXPERIENCE"", ""AR_STAND""]",[],bac51acf,Tech Enthusiast,,0,false
15ae04f6-087b-4e0b-b423-20789e898eef,user_2745@mockexample.com,Mock User 79,,PRO,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-03-11 00:00:00+00,2026-03-11 00:00:00+00,"[""B2B_NETWORKING"", ""TECH_DISCOVERY""]",[],15ae04f6,B2B Professional Mock Bio,,0,false
f5d33f4a-c746-4609-9562-f11441bed53a,user_4051@mockexample.com,Mock User 80,,GRAND_PUBLIC,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-03-06 00:00:00+00,2026-03-06 00:00:00+00,"[""VR_EXPERIENCE"", ""AR_STAND""]",[],f5d33f4a,Tech Enthusiast,,0,false
